MemoryLimit,Tags,Text,Explanation,Title,TimeLimit,Catagory,SourceLimit,SubCatagory,Constraints 
256 MB,"Basic Programming,Easy,Math,Sieve","ryotsu loves playing with prime numbers. his father was a mathematics professor. to test ryotsu's knowledge of primes, his father gave him a simple task. the task is to find the sum of everykthprime numbers in given list of numbers. he's having trouble solving it, being an elementary school student. help him accomplish the task.","In Case 1, N=11 and K=3. First occurrence ofKthprime number is 5. Second occurrence ofKthprime number is 11 so sum is16.Similarly for Case 2, sum is18.",Ryotsu loves Primes,:0.5 sec,number-theory,1024 KB,primality-tests,constraints:1 ≤t≤ 100001 ≤n≤ 1061 ≤k≤ 1000 ≤ai≤ 106
256 MB,"Easy,Math,Simple-math","little arjit is in love with deepa. they have always thought of themselves as the ideal couple - thebest, possiblematch they could've managed. (no kidding!) and like every other couple, they promised each other not to fight after every other fight. but, when has that happened before?but, this is a different couple - this is a programming couple - and they argue on weird things, like fibonacci numbers, prime numbers, sterling numbers, and what not!their recent fight might seem silly to a lot of people, but it is a matter of serious concern for both of them. they have bought a cake, and they weighed it inmilligrams- the weight of the cake isalways evenand now they wish to divide the cake between them in some way, that both of them are satisfied.arjit challenges deepa that if she can divide the weight of the cake as sum of two prime numbers between them, she can have the entire cake - and if she fails to do so, he'll get the cake.the argument is getting more, and more heated now - please help them sort out their stupid arguments or an easier way would be to help them figure out who is going to have the cake.","4 can be represented as 2 + 2, so Deepa wins. 
8 can be represented as 5 + 3, so Deepa wins.",In Love with Primes,:1.0 sec,number-theory,1024 KB,primality-tests,constraints:1 &lt;= tc &lt;= 1001 &lt;= n &lt;= 1000001 is not a prime number.
256 MB,"Data Structures,Easy,Sieve","micro just learned about prime numbers. but he quickly got bored of them, so he defined a new kind of numbers and called themprime primenumbers. a number $$x$$ isprime primeif number of prime numbers from $$1$$ to $$x$$ (inclusive) are prime. now he wants to find out the number of prime prime numbers from $$l$$ to $$r$$ (inclusive). help micro with it.",,Micro and Prime Prime,:1.0 sec,number-theory,1024 KB,primality-tests,"constraints:$$ 1 \le t \le 10^5$$$$ 1 \le l, r \le 10^6$$"
256 MB,"Easy,Math","alfi asked roy to go for shopping with her. witty roy came up with a condition. he said, for each product of mrp (maximum retail price)r, she'll have to pay minimum of all the prime factors of r and he himself will pay rest of the amount. without giving it a second thought alfi agreed.now they boughtnnumber of products. you're to find how much money did roy had to pay for each product.","Test Case #1: Only 1 prime factor of 5 is 5 itself, so Alfi will pay all the money and hence Roy has to pay 0.Test Case #2: Prime Factors of 10 are 2 and 5, minimum of these is 2, so Alfi pays 2 and hence Roy has to pay the rest, which is 8.",Roy and Shopping,:1.0 sec,number-theory,1024 KB,primality-tests,"constraints:2&lt;=n,r&lt;=1000000warning:large i/o. be careful with certain languages."
256 MB,"Ad-Hoc,Basic Programming,Easy,Implementation","alice has just learnt aboutprimestrings. a string is a primestring if the number of distinct alphabets used in the string is a prime and also the number of occurrences of each alphabet in the string is also a prime.given a string you need to tell if it is a primestring or not.first line contains$$t$$which is the number of test cases.$$t$$lines follow each containing a string of characters '$$a$$' to '$$z$$'.for each input, output ""yes"" if the number is a primestring or ""no"" if not.$$1 ≤ t ≤ 10$$$$1 ≤ length\; of\; string ≤ 10$$$$5$$$$1 ≤ t ≤ 10, 1 ≤ length\; of\; string  ≤ 10\; (20 pts)$$$$1 ≤ t ≤ 10, 1 ≤ length\; of\; string  ≤ 1000 \;(30 pts)$$$$1 ≤ t ≤ 10, 1 ≤ length\; of\; string  ≤ 10$$$$5$$$$(50 pts)$$","Case 1: $$2$$ different alphabets each occurring $$2$$ and $$3$$ times respectively so string ""ababb"" is a PrimeString.Case 2: In second string char '$$a$$' occurs $$2$$ times, char '$$b$$' occurs $$2$$ times but char '$$c$$' occur only $$1$$ time which is not a prime number that's why string ""abcab"" is not a PrimeString.Case 3: String contains $$4$$ distinct alphabets and $$4$$ is not a prime Number so the string ""aabbccdd"" is not a PrimeString.",Prime String,:1.0 sec,number-theory,1024 KB,primality-tests,
256 MB,"Basic Programming,Easy,Sieve","ma5termindis having his birthday this weekend. yeah !! you all are invited .ma5termindwants to send an invitation to those groups of people which he finds interesting. a group ofnpeople is said to be interesting only if the number of their possible circular permutations is divisible byn. now,ma5termindgot confused as he is having all the groups having number of people belongs to [l,r] (both inclusive). help him in find the minimum number of invitation cards required and win yourself a chance to attendma5termind'sbirthday party .[input:]first line of the input contains a single integer t denoting the number of test cases. first and the only line of each test case consists of two space separated integers l and r denoting the range such that n belongs to [l,r] (both inclusive).[output:]output consists of t lines each containing the answer to the corresponding test case denoting the minimum number of invitation cards required by the ma5termind.[constraints:]t&lt;=10^61&lt;=l&lt;=r&lt;=10^6","For all 'n' belongs to the set {10,12,14,15} people . Group is interesting so, ma5termind will require 4 invitation cards in all.",Ma5termind&#39;s Birthday Party,:1.0 sec,number-theory,1024 KB,primality-tests,
256 MB,"Easy,Math,Sieve","there is a major shootout going on in london. gunmen can be encountered in most of the streets and only a few of them are safe. sherlock is given the responsibility to ensure the safety of the people by asking them to shift to the nearest safe street.there are $$n$$ streets on the road. the $$i^{th}$$ street is denoted by the number $$a[i]$$.  gunmen do not enter streets that are denoted by a prime number i.e. $$i^{th}$$ street is safe, if $$a[i]$$ is a prime.help sherlock find the nearest safe street for people trapped in all the $$n$$ streets i.e. print $$n$$ integers, where the $$i^{th}$$ integer is the index (1-based) of the nearest safe street.    the distance between cities $$i$$ and $$j$$ is given by $$|i-j|$$. for any city $$j$$, if there exists no safe city $$i$$, such that people of city $$j$$ can move to city $$i$$, print $$-1$$ for it.note:-if there are multiple nearest safe streets, print the one with the lower index.",.,Shootout in London,:1.0 sec,number-theory,1024 KB,primality-tests,constraints:$$ 1 \le n \le 5 \times 10^5 $$$$ 1 \le a[i] \le 10^6 $$
256 MB,"Algorithms,Binary Search,Medium,Number Theory","nakul is on a gold island. in front of him are precious coins numbered 1 to 108where each coin is in the form of a regular polygon with its number of sides equal to the number of distinct factors of the number. (yes there is a coin with one side also. its called a circle!). the value of eachdistinct factoris inscribed along each side.his girlfriend, sona, demands a very expensive gift on her birthday this year and so he plans to maximize his budget by stealing as many gold coins as he can.however there is a small problem. due to the security installed on the island, he can only steal square coins. also, since sona does not like large numbers, he cannot take away coins where more than one of the sides has a value greater than 106.now at any point of time nakul gets access to a range of coins numberedltor(both inclusive). help him tell themaximum numberof coins he can take away from those coins.note: 1 andnare also counted as factors ofn.","Case 1: 
No numbers in this range possible.Case 2:
The numbers possible are 6, 10.
Distinct factors of 6 are 1, 2, 3, 6.
Distinct factors of 10 are 1, 2, 5, 10.Case 3: 
The numbers possible are 57, 58, 62, 65.",Nakul and Gold Coins,:1.0 sec,number-theory,1024 KB,primality-tests,constraints1 ≤t≤ 3001 ≤l≤r≤ 108notetimelimit for this question is 3 times the setters/testers solution.note2any 3 sides taken together will be mutually co-prime.
256 MB,Easy-Medium,"as you all know , we are at war and our brave soldiers are fighting for our country. killcode is also one of the soldiers and is trying to help our country . to do this he needs  a launcher that is kept a small distance from him. now , to get the launcher , he needs to solve the following problem :problem consists of q queries one after the another and killcode needs to tell the total numbers that can help to make a prime number .now, for each query , killcode would be given a number n and he has to tell the sum of all the numbers that can help to make specific prime number from 1 to n(both inclusive).","For first testcase :There is only 1 prime number less than equal to 2 that is 2 itself and 2 can't be made by combination of odd-even number .For Second testcase :There are 4 prime numbers less than equal to 8 ,for 2 - 0  ,
for 3 - (1,2) ,
for 5 - (1,4),(2,3) ,
for 7 - (1,6),(2,5),(3,4)So the total combinations are 6%(10^8+7) = 6For Third testcase ""There are 5 prime numbers less than equal to 11 :for 2 - 0 ,
for 3 - (1,2) ,
for 5 - (1,4),(2,3) ,
for 7 - (1,6),(2,5),(3,4) ,
for 11 - (1,10),(2,9),(3,8),(4,7),(5,6)So the total numbers add upto 11%(10^8+7) = 11",War Begins,:1.0 sec,number-theory,1024 KB,primality-tests,constraints1&lt;=q&lt;=10^51&lt;=n&lt;=5*10^6
256 MB,"Math,Medium,Number Theory,Prime Factorization","smith numbers were named by albert wilansky of lehigh university. he noticed the property in the phone number (493-7775) of his brother-in-law harold smith:in simple words, a number is said to be a smith number if itsdigit_sumis equal to thesum of digit_sums_of_all_its_prime_factors.first line containstwhich is the number of test cases.tlines follow each containing two integerslandr.for each rangeltor(both inclusive), output the number of smith numbers in this range.1 ≤ t ≤ 1062 ≤ l ≤ r ≤ 1071 ≤ t ≤ 1000, 2 ≤ l ≤ r ≤  10000: (30 pts)orginal constraints : (70 pts)large io. use scanf/printf(in c/c++).","Case 1: In the range 2 to 3, both the numbers are Smith Numbers. As both have just one prime factor, the digitSum thus will be same.
Hence answer is 2.Case 2: 2,3,4,5,7 are the Smith Numbers in this range. 4 is a Smith Number because 4=2*2 and dgtSum(4)=dgtSum(2)+dgtSum(2). So the answer for this case is 5.",Smith Numbers,:2.0 sec,number-theory,1024 KB,primality-tests,
256 MB,"Easy-Medium,Math,Number Theory,Sieve",link to russian translation of problemyou are given positive integern. how many unordered pairs of integers from1tonare coprime?,,CoprCopr,:2.0 sec,number-theory,1024 KB,primality-tests,constraintsn &lt;= 107t &lt;= 10
